probe_id,gene_name,description
ENSCAFG00000018547,C1GALT1C1,protein_coding
ENSCAFG00000042169,ENSCAFG00000042169,protein_coding
ENSCAFG00000016573,ENSCAFG00000016573,protein_coding
ENSCAFG00000032210,U6,snRNA
ENSCAFG00000031058,ENSCAFG00000031058,lncRNA
ENSCAFG00000042111,ENSCAFG00000042111,protein_coding
ENSCAFG00000018548,ENSCAFG00000018548,protein_coding
ENSCAFG00000047899,ENSCAFG00000047899,lncRNA
ENSCAFG00000018552,ENSCAFG00000018552,protein_coding
ENSCAFG00000044506,ENSCAFG00000044506,miRNA
ENSCAFG00000018564,GRIA3,protein_coding
ENSCAFG00000016577,ENSCAFG00000016577,protein_coding
ENSCAFG00000045408,ENSCAFG00000045408,protein_coding
ENSCAFG00000041717,ENSCAFG00000041717,protein_coding
ENSCAFG00000015794,GPKOW,protein_coding
ENSCAFG00000019242,PNCK,protein_coding
ENSCAFG00000045716,ENSCAFG00000045716,protein_coding
ENSCAFG00000047115,ENSCAFG00000047115,protein_coding
ENSCAFG00000016581,ENSCAFG00000016581,protein_coding
ENSCAFG00000031300,MAGIX,protein_coding
ENSCAFG00000011901,ASB9,protein_coding
ENSCAFG00000045066,ENSCAFG00000045066,lncRNA
ENSCAFG00000046454,SERTM2,protein_coding
ENSCAFG00000014023,OTC,protein_coding
ENSCAFG00000027813,ENSCAFG00000027813,miRNA
ENSCAFG00000042345,ENSCAFG00000042345,protein_coding
ENSCAFG00000030544,PJA1,pseudogene
ENSCAFG00000011067,DHRSX,protein_coding
ENSCAFG00000016607,MSN,protein_coding
ENSCAFG00000046609,RPS27AP5,protein_coding
ENSCAFG00000017290,LPAR4,protein_coding
ENSCAFG00000045622,ENSCAFG00000045622,lncRNA
ENSCAFG00000029138,ENSCAFG00000029138,protein_coding
ENSCAFG00000011075,ZBED1,protein_coding
ENSCAFG00000015798,ENSCAFG00000015798,protein_coding
ENSCAFG00000014436,ENSCAFG00000014436,protein_coding
ENSCAFG00000019243,SLC6A8,protein_coding
ENSCAFG00000030754,U6,snRNA
ENSCAFG00000035539,ENSCAFG00000035539,protein_coding
ENSCAFG00000017292,ENSCAFG00000017292,protein_coding
ENSCAFG00000047942,ENSCAFG00000047942,lncRNA
ENSCAFG00000029992,ENSCAFG00000029992,protein_coding
ENSCAFG00000011921,ASB11,protein_coding
ENSCAFG00000018646,ENSCAFG00000018646,protein_coding
ENSCAFG00000014051,ENSCAFG00000014051,protein_coding
ENSCAFG00000042706,ENSCAFG00000042706,lncRNA
ENSCAFG00000041426,ENSCAFG00000041426,lncRNA
ENSCAFG00000048188,ENSCAFG00000048188,lncRNA
ENSCAFG00000018189,ENSCAFG00000018189,protein_coding
ENSCAFG00000047457,ENSCAFG00000047457,lncRNA
ENSCAFG00000019245,BCAP31,protein_coding
ENSCAFG00000018927,SLC9A6,protein_coding
ENSCAFG00000017294,P2RY10,protein_coding
ENSCAFG00000011091,XG,protein_coding
ENSCAFG00000049864,ENSCAFG00000049864,lncRNA
ENSCAFG00000042381,ENSCAFG00000042381,lncRNA
ENSCAFG00000045204,ENSCAFG00000045204,lncRNA
ENSCAFG00000016746,FAM155B,protein_coding
ENSCAFG00000018651,ENSCAFG00000018651,protein_coding
ENSCAFG00000047113,U4,snRNA
ENSCAFG00000015801,PRICKLE3,protein_coding
ENSCAFG00000018654,PRR32,protein_coding
ENSCAFG00000018574,THOC2,protein_coding
ENSCAFG00000017295,ENSCAFG00000017295,pseudogene
ENSCAFG00000042849,ENSCAFG00000042849,lncRNA
ENSCAFG00000029925,EDA,protein_coding
ENSCAFG00000047071,ENSCAFG00000047071,lncRNA
ENSCAFG00000011113,GYG2,protein_coding
ENSCAFG00000014056,MID1IP1,protein_coding
ENSCAFG00000021408,U2,snRNA
ENSCAFG00000045195,ENSCAFG00000045195,lncRNA
ENSCAFG00000022304,U6,snRNA
ENSCAFG00000048592,ENSCAFG00000048592,lncRNA
ENSCAFG00000042329,ENSCAFG00000042329,lncRNA
ENSCAFG00000046485,ENSCAFG00000046485,lncRNA
ENSCAFG00000034678,ENSCAFG00000034678,lncRNA
ENSCAFG00000043355,ENSCAFG00000043355,lncRNA
ENSCAFG00000016623,VSIG4,protein_coding
ENSCAFG00000017299,TENT5D,protein_coding
ENSCAFG00000044812,ENSCAFG00000044812,protein_coding
ENSCAFG00000038028,ENSCAFG00000038028,lncRNA
ENSCAFG00000019247,ABCD1,protein_coding
ENSCAFG00000018196,ENSCAFG00000018196,protein_coding
ENSCAFG00000044116,ENSCAFG00000044116,lncRNA
ENSCAFG00000041816,ENSCAFG00000041816,lncRNA
ENSCAFG00000049671,ENSCAFG00000049671,lncRNA
ENSCAFG00000049857,ENSCAFG00000049857,lncRNA
ENSCAFG00000044352,ENSCAFG00000044352,lncRNA
ENSCAFG00000039664,ENSCAFG00000039664,lncRNA
ENSCAFG00000046786,ENSCAFG00000046786,protein_coding
ENSCAFG00000043629,ENSCAFG00000043629,lncRNA
ENSCAFG00000034905,ENSCAFG00000034905,lncRNA
ENSCAFG00000041044,ENSCAFG00000041044,lncRNA
ENSCAFG00000028126,U6,snRNA
ENSCAFG00000014099,BCOR,protein_coding
ENSCAFG00000024116,ENSCAFG00000024116,pseudogene
ENSCAFG00000045323,ENSCAFG00000045323,protein_coding
ENSCAFG00000026066,SNORD22,snoRNA
ENSCAFG00000018658,ACTRT1,protein_coding
ENSCAFG00000026764,ENSCAFG00000026764,miRNA
ENSCAFG00000018204,TRPC5,protein_coding
ENSCAFG00000015805,SYP,protein_coding
ENSCAFG00000018660,ENSCAFG00000018660,protein_coding
ENSCAFG00000031451,U6,snRNA
ENSCAFG00000044064,TRPC5OS,protein_coding
ENSCAFG00000019270,PLXNB3,protein_coding
ENSCAFG00000027570,U2,snRNA
ENSCAFG00000047996,ENSCAFG00000047996,lncRNA
ENSCAFG00000041671,U2,snRNA
ENSCAFG00000047506,ENSCAFG00000047506,protein_coding
ENSCAFG00000018212,RTL4,protein_coding
ENSCAFG00000046760,ENSCAFG00000046760,protein_coding
ENSCAFG00000018577,XIAP,protein_coding
ENSCAFG00000024515,ARSH,protein_coding
ENSCAFG00000029532,U6,snRNA
ENSCAFG00000017327,BRWD3,protein_coding
ENSCAFG00000018215,LHFPL1,protein_coding
ENSCAFG00000025633,ENSCAFG00000025633,miRNA
ENSCAFG00000016633,HEPH,protein_coding
ENSCAFG00000018673,SMARCA1,protein_coding
ENSCAFG00000041083,ENSCAFG00000041083,lncRNA
ENSCAFG00000027943,U6,snRNA
ENSCAFG00000014111,ENSCAFG00000014111,protein_coding
ENSCAFG00000047517,ENSCAFG00000047517,lncRNA
ENSCAFG00000043941,ENSCAFG00000043941,lncRNA
ENSCAFG00000015873,CACNA1F,protein_coding
ENSCAFG00000042295,ENSCAFG00000042295,lncRNA
ENSCAFG00000018218,AMOT,protein_coding
ENSCAFG00000018587,STAG2,protein_coding
ENSCAFG00000047028,ENSCAFG00000047028,protein_coding
ENSCAFG00000011163,ARSF,protein_coding
ENSCAFG00000014116,ATP6AP2,protein_coding
ENSCAFG00000049584,ENSCAFG00000049584,protein_coding
ENSCAFG00000049155,ENSCAFG00000049155,protein_coding
ENSCAFG00000011180,MXRA5,protein_coding
ENSCAFG00000046675,ENSCAFG00000046675,protein_coding
ENSCAFG00000048226,ENSCAFG00000048226,protein_coding
ENSCAFG00000043394,ENSCAFG00000043394,miRNA
ENSCAFG00000023832,ENSCAFG00000023832,protein_coding
ENSCAFG00000016752,AWAT2,protein_coding
ENSCAFG00000043253,ENSCAFG00000043253,pseudogene
ENSCAFG00000031438,U6,snRNA
ENSCAFG00000024130,ENSCAFG00000024130,protein_coding
ENSCAFG00000049220,ENSCAFG00000049220,protein_coding
ENSCAFG00000041252,ENSCAFG00000041252,processed_pseudogene
ENSCAFG00000038163,ENSCAFG00000038163,lncRNA
ENSCAFG00000043605,ENSCAFG00000043605,protein_coding
ENSCAFG00000011187,PRKX,protein_coding
ENSCAFG00000049380,ENSCAFG00000049380,protein_coding
ENSCAFG00000046814,ENSCAFG00000046814,pseudogene
ENSCAFG00000018225,ENSCAFG00000018225,protein_coding
ENSCAFG00000014123,ENSCAFG00000014123,protein_coding
ENSCAFG00000025915,U6,snRNA
ENSCAFG00000039510,ENSCAFG00000039510,lncRNA
ENSCAFG00000016754,OTUD6A,protein_coding
ENSCAFG00000029674,ENSCAFG00000029674,protein_coding
ENSCAFG00000014129,CXHXorf38,protein_coding
ENSCAFG00000027592,U6,snRNA
ENSCAFG00000016756,IGBP1,protein_coding
ENSCAFG00000029864,ENSCAFG00000029864,protein_coding
ENSCAFG00000029120,HTR2C,protein_coding
ENSCAFG00000045933,ENSCAFG00000045933,lncRNA
ENSCAFG00000024530,ENSCAFG00000024530,protein_coding
ENSCAFG00000047453,U4,snRNA
ENSCAFG00000034718,ENSCAFG00000034718,lncRNA
ENSCAFG00000002335,ENSCAFG00000002335,protein_coding
ENSCAFG00000048427,ENSCAFG00000048427,pseudogene
ENSCAFG00000017353,SH3BGRL,protein_coding
ENSCAFG00000023208,AWAT1,protein_coding
ENSCAFG00000016649,ENSCAFG00000016649,protein_coding
ENSCAFG00000047983,ENSCAFG00000047983,protein_coding
ENSCAFG00000041875,ENSCAFG00000041875,lncRNA
ENSCAFG00000019031,ENSCAFG00000019031,protein_coding
ENSCAFG00000044010,ENSCAFG00000044010,protein_coding
ENSCAFG00000014141,MED14,protein_coding
ENSCAFG00000026414,SNORA35,snoRNA
ENSCAFG00000017358,ENSCAFG00000017358,protein_coding
ENSCAFG00000011945,VEGFD,protein_coding
ENSCAFG00000041333,ENSCAFG00000041333,protein_coding
ENSCAFG00000024323,ENSCAFG00000024323,protein_coding
ENSCAFG00000022958,ENSCAFG00000022958,miRNA
ENSCAFG00000029363,ENSCAFG00000029363,protein_coding
ENSCAFG00000044664,ENSCAFG00000044664,miRNA
ENSCAFG00000024861,ENSCAFG00000024861,protein_coding
ENSCAFG00000035286,ENSCAFG00000035286,lncRNA
ENSCAFG00000016656,AR,protein_coding
ENSCAFG00000010945,PPP2R3B,protein_coding
ENSCAFG00000047867,ENSCAFG00000047867,lncRNA
ENSCAFG00000048232,ENSCAFG00000048232,lncRNA
ENSCAFG00000029891,SH2D1A,protein_coding
ENSCAFG00000036854,ENSCAFG00000036854,lncRNA
ENSCAFG00000020474,ENSCAFG00000020474,miRNA
ENSCAFG00000016791,ARR3,protein_coding
ENSCAFG00000011192,ENSCAFG00000011192,protein_coding
ENSCAFG00000018932,FHL1,protein_coding
ENSCAFG00000026423,SNORA62,snoRNA
ENSCAFG00000048404,ENSCAFG00000048404,lncRNA
ENSCAFG00000028202,SNORD22,snoRNA
ENSCAFG00000028796,U6,snRNA
ENSCAFG00000018230,IL13RA2,protein_coding
ENSCAFG00000039620,ENSCAFG00000039620,lncRNA
ENSCAFG00000043889,ENSCAFG00000043889,protein_coding
ENSCAFG00000011975,PIR,protein_coding
ENSCAFG00000032442,ENSCAFG00000032442,protein_coding
ENSCAFG00000028745,OBP,protein_coding
ENSCAFG00000042994,ENSCAFG00000042994,processed_pseudogene
ENSCAFG00000018631,TENM1,protein_coding
ENSCAFG00000017368,POU3F4,protein_coding
ENSCAFG00000028761,ENSCAFG00000028761,protein_coding
ENSCAFG00000017370,CYLC1,protein_coding
ENSCAFG00000010931,GTPBP6,protein_coding
ENSCAFG00000046198,ENSCAFG00000046198,lncRNA
ENSCAFG00000030585,U6,snRNA
ENSCAFG00000017373,RPS6KA6,protein_coding
ENSCAFG00000012063,BMX,protein_coding
ENSCAFG00000048591,ENSCAFG00000048591,protein_coding
ENSCAFG00000030272,ENSCAFG00000030272,protein_coding
ENSCAFG00000028800,PDZD11,protein_coding
ENSCAFG00000030339,U6,snRNA
ENSCAFG00000012398,ENSCAFG00000012398,protein_coding
ENSCAFG00000016688,OPHN1,protein_coding
ENSCAFG00000033198,ENSCAFG00000033198,lncRNA
ENSCAFG00000044421,ENSCAFG00000044421,lncRNA
ENSCAFG00000038675,ENSCAFG00000038675,lncRNA
ENSCAFG00000043158,ENSCAFG00000043158,lncRNA
ENSCAFG00000043916,ENSCAFG00000043916,lncRNA
ENSCAFG00000034356,ENSCAFG00000034356,lncRNA
ENSCAFG00000043165,ENSCAFG00000043165,lncRNA
ENSCAFG00000049986,ENSCAFG00000049986,lncRNA
ENSCAFG00000011251,ENSCAFG00000011251,protein_coding
ENSCAFG00000042348,ENSCAFG00000042348,protein_coding
ENSCAFG00000016709,YIPF6,protein_coding
ENSCAFG00000010966,SHOX,protein_coding
ENSCAFG00000016831,KIF4A,protein_coding
ENSCAFG00000018236,LRCH2,protein_coding
ENSCAFG00000012112,ACE2,protein_coding
ENSCAFG00000016720,STARD8,protein_coding
ENSCAFG00000018936,MAP7D3,protein_coding
ENSCAFG00000011034,CRLF2,protein_coding
ENSCAFG00000011041,CSF2RA,protein_coding
ENSCAFG00000047651,ENSCAFG00000047651,protein_coding
ENSCAFG00000016850,GDPD2,protein_coding
ENSCAFG00000031295,ENSCAFG00000031295,protein_coding
ENSCAFG00000011047,IL3RA,protein_coding
ENSCAFG00000045981,ENSCAFG00000045981,lncRNA
ENSCAFG00000034268,ENSCAFG00000034268,lncRNA
ENSCAFG00000049309,ENSCAFG00000049309,lncRNA
ENSCAFG00000016728,PSMA4,protein_coding
ENSCAFG00000011278,PUDP,protein_coding
ENSCAFG00000010987,SLC25A6,protein_coding
ENSCAFG00000016874,ENSCAFG00000016874,protein_coding
ENSCAFG00000011287,STS,protein_coding
ENSCAFG00000024670,ASMT,protein_coding
ENSCAFG00000027395,ENSCAFG00000027395,snoRNA
ENSCAFG00000041599,U2,snRNA
ENSCAFG00000018242,LUZP4,protein_coding
ENSCAFG00000042137,ENSCAFG00000042137,lncRNA
ENSCAFG00000046207,ENSCAFG00000046207,lncRNA
ENSCAFG00000029064,U6,snRNA
ENSCAFG00000027094,U4,snRNA
ENSCAFG00000028605,PNPLA4,protein_coding
ENSCAFG00000047674,ENSCAFG00000047674,lncRNA
ENSCAFG00000044262,ENSCAFG00000044262,lncRNA
ENSCAFG00000005295,ENSCAFG00000005295,pseudogene
ENSCAFG00000047173,ENSCAFG00000047173,protein_coding
ENSCAFG00000028578,ENSCAFG00000028578,protein_coding
ENSCAFG00000047780,ENSCAFG00000047780,lncRNA
ENSCAFG00000017380,HDX,protein_coding
ENSCAFG00000012150,CA5B,protein_coding
ENSCAFG00000041898,ENSCAFG00000041898,protein_coding
ENSCAFG00000012196,ENSCAFG00000012196,protein_coding
ENSCAFG00000050053,ENSCAFG00000050053,protein_coding
ENSCAFG00000044296,U4,snRNA
ENSCAFG00000046335,ENSCAFG00000046335,lncRNA
ENSCAFG00000030459,ENSCAFG00000030459,protein_coding
ENSCAFG00000050050,ENSCAFG00000050050,lncRNA
ENSCAFG00000043085,ENSCAFG00000043085,lncRNA
ENSCAFG00000029462,ENSCAFG00000029462,protein_coding
ENSCAFG00000045690,ENSCAFG00000045690,lncRNA
ENSCAFG00000029425,SRPK3,protein_coding
ENSCAFG00000012201,ENSCAFG00000012201,protein_coding
ENSCAFG00000018940,ADGRG4,protein_coding
ENSCAFG00000015291,ASMTL,protein_coding
ENSCAFG00000016734,EFNB1,protein_coding
ENSCAFG00000016894,TEX11,protein_coding
ENSCAFG00000018690,OCRL,protein_coding
ENSCAFG00000019286,IDH3G,protein_coding
ENSCAFG00000017381,ENSCAFG00000017381,protein_coding
ENSCAFG00000046184,ENSCAFG00000046184,lncRNA
ENSCAFG00000018943,BRS3,protein_coding
ENSCAFG00000012215,AP1S2,protein_coding
ENSCAFG00000011318,ANOS1,protein_coding
ENSCAFG00000014207,ENSCAFG00000014207,protein_coding
ENSCAFG00000042636,ENSCAFG00000042636,lncRNA
ENSCAFG00000023294,HTATSF1,protein_coding
ENSCAFG00000017383,APOOL,protein_coding
ENSCAFG00000049840,ENSCAFG00000049840,protein_coding
ENSCAFG00000032397,U6,snRNA
ENSCAFG00000039361,ENSCAFG00000039361,lncRNA
ENSCAFG00000018700,XPNPEP2,protein_coding
ENSCAFG00000016908,ENSCAFG00000016908,protein_coding
ENSCAFG00000011323,ENSCAFG00000011323,pseudogene
ENSCAFG00000019288,SSR4,protein_coding
ENSCAFG00000011329,ENSCAFG00000011329,pseudogene
ENSCAFG00000017385,SATL1,protein_coding
ENSCAFG00000039144,ENSCAFG00000039144,lncRNA
ENSCAFG00000039128,ENSCAFG00000039128,lncRNA
ENSCAFG00000039487,ENSCAFG00000039487,lncRNA
ENSCAFG00000012233,ENSCAFG00000012233,protein_coding
ENSCAFG00000050065,ENSCAFG00000050065,lncRNA
ENSCAFG00000043425,ENSCAFG00000043425,lncRNA
ENSCAFG00000047052,ENSCAFG00000047052,lncRNA
ENSCAFG00000044327,ENSCAFG00000044327,lncRNA
ENSCAFG00000017391,ENSCAFG00000017391,protein_coding
ENSCAFG00000046930,ENSCAFG00000046930,lncRNA
ENSCAFG00000019290,PDZD4,protein_coding
ENSCAFG00000022477,U6,snRNA
ENSCAFG00000019362,L1CAM,protein_coding
ENSCAFG00000016925,FOXO4,protein_coding
ENSCAFG00000049512,CXorf65,protein_coding
ENSCAFG00000025044,ENSCAFG00000025044,protein_coding
ENSCAFG00000019415,NAA10,protein_coding
ENSCAFG00000028978,IL2RG,protein_coding
ENSCAFG00000019402,AVPR2,protein_coding
ENSCAFG00000019408,ARHGAP4,protein_coding
ENSCAFG00000016972,MED12,protein_coding
ENSCAFG00000015922,CCDC22,protein_coding
ENSCAFG00000015934,FOXP3,protein_coding
ENSCAFG00000017010,NLGN3,protein_coding
ENSCAFG00000015938,PPP1R3F,protein_coding
ENSCAFG00000044623,ENSCAFG00000044623,protein_coding
ENSCAFG00000017023,GJB1,protein_coding
ENSCAFG00000018944,VGLL1,protein_coding
ENSCAFG00000012234,ENSCAFG00000012234,protein_coding
ENSCAFG00000012273,GRPR,protein_coding
ENSCAFG00000046054,ENSCAFG00000046054,lncRNA
ENSCAFG00000018703,SASH3,protein_coding
ENSCAFG00000030733,U6,snRNA
ENSCAFG00000047782,ENSCAFG00000047782,protein_coding
ENSCAFG00000021010,U6,snRNA
ENSCAFG00000032005,ENSCAFG00000032005,protein_coding
ENSCAFG00000024096,ENSCAFG00000024096,protein_coding
ENSCAFG00000011362,ENSCAFG00000011362,protein_coding
ENSCAFG00000018705,ZDHHC9,protein_coding
ENSCAFG00000017397,ZNF711,protein_coding
ENSCAFG00000017043,ZMYM3,protein_coding
ENSCAFG00000019428,HCFC1,protein_coding
ENSCAFG00000012416,CTPS2,protein_coding
ENSCAFG00000014251,DDX3X,protein_coding
ENSCAFG00000018945,CD40LG,protein_coding
ENSCAFG00000015941,ENSCAFG00000015941,protein_coding
ENSCAFG00000039837,ENSCAFG00000039837,lncRNA
ENSCAFG00000045373,ENSCAFG00000045373,lncRNA
ENSCAFG00000042745,ENSCAFG00000042745,pseudogene
ENSCAFG00000018714,ENSCAFG00000018714,protein_coding
ENSCAFG00000018952,ARHGEF6,protein_coding
ENSCAFG00000017401,POF1B,protein_coding
ENSCAFG00000024512,ENSCAFG00000024512,protein_coding
ENSCAFG00000018717,ENSCAFG00000018717,protein_coding
ENSCAFG00000050076,ENSCAFG00000050076,lncRNA
ENSCAFG00000032533,S100G,protein_coding
ENSCAFG00000044896,GPR143,protein_coding
ENSCAFG00000017071,NONO,protein_coding
ENSCAFG00000015971,CLCN5,protein_coding
ENSCAFG00000012594,SYAP1,protein_coding
ENSCAFG00000011388,SHROOM2,protein_coding
ENSCAFG00000018726,BCORL1,protein_coding
ENSCAFG00000019436,IRAK1,protein_coding
ENSCAFG00000017081,ITGB1BP2,protein_coding
ENSCAFG00000012620,TXLNG,protein_coding
ENSCAFG00000011393,CLDN34,protein_coding
ENSCAFG00000011461,WWC3,protein_coding
ENSCAFG00000022385,U6,snRNA
ENSCAFG00000017087,RHOG2,protein_coding
ENSCAFG00000025670,ENSCAFG00000025670,miRNA
ENSCAFG00000028719,U6,snRNA
ENSCAFG00000020644,ENSCAFG00000020644,miRNA
ENSCAFG00000028489,ENSCAFG00000028489,lncRNA
ENSCAFG00000012688,RBBP7,protein_coding
ENSCAFG00000019440,MECP2,protein_coding
ENSCAFG00000017103,ENSCAFG00000017103,protein_coding
ENSCAFG00000025658,ENSCAFG00000025658,miRNA
ENSCAFG00000017406,CHM,protein_coding
ENSCAFG00000025742,ENSCAFG00000025742,miRNA
ENSCAFG00000048111,ENSCAFG00000048111,pseudogene
ENSCAFG00000043336,ENSCAFG00000043336,miRNA
ENSCAFG00000025704,ENSCAFG00000025704,miRNA
ENSCAFG00000018735,ELF4,protein_coding
ENSCAFG00000011537,CLCN4,protein_coding
ENSCAFG00000018962,RBMX,protein_coding
ENSCAFG00000012774,REPS2,protein_coding
ENSCAFG00000044618,ENSCAFG00000044618,protein_coding
ENSCAFG00000015984,AKAP4,protein_coding
ENSCAFG00000027070,U4,snRNA
ENSCAFG00000025947,ENSCAFG00000025947,snoRNA
ENSCAFG00000019441,OPN1LW,protein_coding
ENSCAFG00000018747,AIFM1,protein_coding
ENSCAFG00000049396,ENSCAFG00000049396,protein_coding
ENSCAFG00000023541,ENSCAFG00000023541,protein_coding
ENSCAFG00000014254,NYX,protein_coding
ENSCAFG00000015996,CCNB3,protein_coding
ENSCAFG00000031858,U6,snRNA
ENSCAFG00000046316,ENSCAFG00000046316,protein_coding
ENSCAFG00000042879,U2,snRNA
ENSCAFG00000011570,MID1,protein_coding
ENSCAFG00000048326,ENSCAFG00000048326,lncRNA
ENSCAFG00000044062,ENSCAFG00000044062,lncRNA
ENSCAFG00000043371,ENSCAFG00000043371,lncRNA
ENSCAFG00000019442,TEX28,protein_coding
ENSCAFG00000012783,NHS,protein_coding
ENSCAFG00000014358,CASK,protein_coding
ENSCAFG00000020518,ENSCAFG00000020518,miRNA
ENSCAFG00000019451,TKTL1,protein_coding
ENSCAFG00000017419,DACH2,protein_coding
ENSCAFG00000018755,RAB33A,protein_coding
ENSCAFG00000018759,ZNF280C,protein_coding
ENSCAFG00000046000,ENSCAFG00000046000,lncRNA
ENSCAFG00000016002,ENSCAFG00000016002,protein_coding
ENSCAFG00000016018,DGKK,protein_coding
ENSCAFG00000048180,ENSCAFG00000048180,protein_coding
ENSCAFG00000048397,ENSCAFG00000048397,lncRNA
ENSCAFG00000011591,HCCS,protein_coding
ENSCAFG00000049433,ENSCAFG00000049433,pseudogene
ENSCAFG00000018766,SLC25A14,protein_coding
ENSCAFG00000011595,ARHGAP6,protein_coding
ENSCAFG00000011602,AMELX,protein_coding
ENSCAFG00000011607,MSMO1,protein_coding
ENSCAFG00000046413,U4,snRNA
ENSCAFG00000017412,ENSCAFG00000017412,protein_coding
ENSCAFG00000011611,MSL3,protein_coding
ENSCAFG00000018768,GPR119,protein_coding
ENSCAFG00000018770,RBMX2,protein_coding
ENSCAFG00000028107,U2,snRNA
ENSCAFG00000027072,U4,snRNA
ENSCAFG00000016028,SHROOM4,protein_coding
ENSCAFG00000031673,ENSCAFG00000031673,protein_coding
ENSCAFG00000018773,ENSCAFG00000018773,protein_coding
ENSCAFG00000047538,ENSCAFG00000047538,protein_coding
ENSCAFG00000028491,U6,snRNA
ENSCAFG00000030273,SNORD39,snoRNA
ENSCAFG00000017445,KLHL4,protein_coding
ENSCAFG00000018777,ENOX2,protein_coding
ENSCAFG00000045064,ENSCAFG00000045064,lncRNA
ENSCAFG00000027396,U6,snRNA
ENSCAFG00000013796,ENSCAFG00000013796,pseudogene
ENSCAFG00000012787,ENSCAFG00000012787,pseudogene
ENSCAFG00000027945,U6,snRNA
ENSCAFG00000044681,ENSCAFG00000044681,miRNA
ENSCAFG00000016037,BMP15,protein_coding
ENSCAFG00000044446,ENSCAFG00000044446,lncRNA
ENSCAFG00000045786,ENSCAFG00000045786,protein_coding
ENSCAFG00000007239,ENSCAFG00000007239,protein_coding
ENSCAFG00000018785,ARHGAP36,protein_coding
ENSCAFG00000016047,ENSCAFG00000016047,protein_coding
ENSCAFG00000048857,ENSCAFG00000048857,lncRNA
ENSCAFG00000044845,ENSCAFG00000044845,lncRNA
ENSCAFG00000017450,ENSCAFG00000017450,protein_coding
ENSCAFG00000027379,U6,snRNA
ENSCAFG00000016056,ENSCAFG00000016056,protein_coding
ENSCAFG00000017457,ENSCAFG00000017457,protein_coding
ENSCAFG00000044710,U4,snRNA
ENSCAFG00000016057,ENSCAFG00000016057,protein_coding
ENSCAFG00000044484,ENSCAFG00000044484,pseudogene
ENSCAFG00000012793,BEND2,protein_coding
ENSCAFG00000016013,ENSCAFG00000016013,protein_coding
ENSCAFG00000028692,GSPT2,protein_coding
ENSCAFG00000017468,NAP1L3,protein_coding
ENSCAFG00000016063,ENSCAFG00000016063,protein_coding
ENSCAFG00000044029,ENSCAFG00000044029,lncRNA
ENSCAFG00000046076,FAM133A,protein_coding
ENSCAFG00000044857,ENSCAFG00000044857,protein_coding
ENSCAFG00000016064,MAGED1,lncRNA
ENSCAFG00000012800,SCML2,protein_coding
ENSCAFG00000032341,ENSCAFG00000032341,protein_coding
ENSCAFG00000017472,ENSCAFG00000017472,protein_coding
ENSCAFG00000027382,U6,snRNA
ENSCAFG00000017479,DIAPH2,protein_coding
ENSCAFG00000016065,ENSCAFG00000016065,protein_coding
ENSCAFG00000016072,ENSCAFG00000016072,protein_coding
